,imdbid,title,year,genres,director,writer,cast,runtime,country,language,rating,plot
886,2180551,"Bus Stop, The (2012)",2012,"Short, Drama",James Sharpe,James Sharpe,"Mike Aherne (The Mechanic), Peter Barfield (Drew), Jason Cook (Terry), Sarah Hampson (Emma), Pat Ruane (Gary)",,UK,English,6.7 (53 votes),"The Bus Stop is the story of two people brought together by their morning commute. Emma is the victim of a violent marriage. One day, for the first time in five years a man shares the Bus Stop with her, Drew is the total opposite of her husband and the one she really wishes she had married. The more they meet, the more they fall in love despite the obvious danger of being caught by her abusive husband"
887,2373819,"""Non Stop!"" (2012)",2012,Talk-Show,,,"Osamu Shitara (Himself / ...), Harry Sugiyama (Himself)",Japan:90,Japan,Japanese,,
888,2373622,Don't Stop Running (2012),2012,"Short, Action, Drama",Larry Rosen,Larry Rosen,"Jenna Conroy (Eden), Larry Rosen (Nic)",2,USA,English,7.9 (12 votes),"Following someones last words are always important, especially if they are 'don't stop running.'"
889,2257982,"Last Stop (I), The (I) (2012)",2012,"Short, Drama",Alastair Riddell,Vanessa Riddell,"Dwayne Cameron (Station Master), Matthew Chamberlain (Jack), Louis James (Robbie Keeper), Sarah James (Robbies Mother), Vanessa Riddell (Gloria Piortrowski)",16,New Zealand,English,,"Robbie hops on the steam train. He has someone special to see, so how can it be anything but the best day ever"
890,2254469,"""Don't Stop Me Now"" (2012)",2012,Reality-TV,,,"Amanda Byram (Herself - Presenter), Sarah Harding (Herself - Guest Judge), Sam McGowan (JuNk), Aatif Nawaz (Aatif Nawaz - Comedian), Bryony Neylan-Francis (Herself)",UK:60::(including commercials),UK,English,,"Don't Stop Me Now is the game show where everyone in the audience thinks they're a superstar and wants the chance to prove it. Our studio is full of stand-up comics, singers and variety acts all hoping that they'll get called onto the stage to perform in front of the nation and win ?25,000. The only downside is that if they're not as good as they think they are, they'll be ejected from the show. Literally. We're talking trap doors, horizontal bungees and exploding stages. The winner is quite simply the Last Act Standing. The rest of the audience act as judge and jury: Every member of the studio audience has a voting keypad and the moment more than half of them have had enough, it's all over for our performer"
891,2186460,Last Stop (2012) (V),V,"Short, Romance, Sci-Fi",Sigurd Culhane,Sigurd Culhane,"Ryan Hope Travis (Dan), John Fraustro (Customer), Bethany Whitley (Doctor's Wife), Carli Blau (Doctor's Mistress), Andrew Bresnahan (Brandon Teacher)",26,USA,English,,"After dying, Brandon wakes up in a different body everyday. He watches, Olivia, the love of his life, move on to another man, Dan. When Brandon can't take anymore, the unthinkable happens"
892,2075318,#Stuck (2014),2014,"Comedy, Drama, Romance",Stuart Acher,Stuart Acher,"Madeline Zima (Holly), Joel David Moore (Guy), Abraham Benrubi (Bartender), Logan Agayan (Baby), Gaby Alcazar (Girl in Bar / Street Walker)",USA:83,USA,English,5.9 (229 votes),"A hot one-night stand turns into an awkward morning after when GUY and HOLLY get STUCK in a dead-stopped traffic jam. As they begrudgingly get know each other, we learn of their sexually raucous evening and are then led to their surprising destiny"
893,3259178,Free Fall (2014),2014,"Action, Drama, Thriller",Malek Akkad,Dwayne Alexander Smith,"D.B. Sweeney (Frank), Sarah Butler (Jane Porter), Malcolm McDowell (Thaddeus Gault), Ian Gomez (Ronald Taft), Adam Tomei (Robert)",90,USA,English,4.1 (568 votes),"When the sudden and shocking death of a coworker sends everyone reeling at Gault Capital, JANE, uncovers a very dangerous secret. Her boss, charismatic billionaire Thaddeus Gault, is suspected of massive financial fraud. An assassin, FRANK, is dispatched to silence her forever. Jane's flight from the office is forestalled when her pursuer shuts down her elevator. Now, trapped and alone, Jane must find a way to escape her steel cage before the killer reaches her. This brooding and relentless thriller plunges our heroine, Jane, into a free fall of betrayal and terror. To survive Jane must find the inner strength and courage to defeat the powers that hold her and her dreams captive by fear"
894,3088386,Stuck (I) (2014),2014,Comedy,Angela Palladino,Angela Palladino,"Anna Rizzo (Grace), Harley Harrison (Calvin), Edward Patrick (Tobias), Brandee Peglow (Sophia)",,USA,English,,"A group of witty, self-involved twentysomethings in small-town Massachusetts find themselves stalled on the cusp of the so-called real world. Their stagnancy is perpetuated by their impulsive, id-driven choices"
895,1527752,Stuck in the Corners (2014),2014,"Short, Drama","Ary Katz, Tre Shallowhorn","Ary Katz, Tre Shallowhorn","Ary Katz (Andre Thompson), Brandon Quintin Adams (Mike), Rich Paul (Rob), Brian Robinson (Paul), Deon Lucas (Gang Member)",22,USA,English,,"Andre Thompson was a college bound highschool senior from the wrong neighborhood. As he struggles to make it out and follow his dreams, his environment fights to pull him under"
896,3512984,"""Stuck in the Closet"" (2014)",2014,Comedy,Sandy Leddin,"PJ Evans, Sandy Leddin","PJ Evans (Fred), Sandy Leddin (April)",,USA,English,,
897,4158040,Stuck (X) (2014),2014,"Short, Adventure",Chris Wonder,Chris Wonder,"Briana Alegria (Date 1), Berdj Betchadjian (Elder Man), Trevor Nobel Curd (Last Customer), Bobby DeMuro (Greg), Ryan Mitchell (Billy)",USA:14,USA,English,,"Tom, a liquor store attendant, lives a very melancholy life. While stuck at a crossroads, he ventures out for something to marvel at"
898,3921848,Stuck (VIII) (2014),2014,"Short, Drama",Aaron Kamp,Aaron Kamp,"Jenelle Altinier (Emily), Bryn Coldrick (Jay), Heath John (Dad in Park), Jack Jovcic (Frank), Elijah Kamp (Boy in Park)",13,Australia,English,,"Years after a tragic event, Jay is confronted with the choice to accept forgiveness, or to hold onto his guilt"
899,3265474,Stuck (III) (2014),2014,"Short, Drama, Romance",Ali Rose,Ali Rose,"Ali Rose (Cassie), Emmett Hughes (Glen), David Layde (Jerry)",11,Ireland,English,,"A club manager who has desperately been trying to avoid her bar man is forced to face the music when she gets locked into a store room with him. Stuck together for hours with no escape, Cassie and Glen are both hiding a secret"
900,4002252,Stuck in 67' (2014),2014,"Short, Comedy, Drama, War",Atalya Sadeh,Atalya Sadeh,"Tzahi Grad (Boss), Zevulun Mosheashvili (Amikam), Shlomo Vishinsky (Ari De Luda), Dov Navon (Mashav Harntz)",26,Israel,Hebrew,,"Mashav Hernz, the city appearance's project official, was sent on his life mission: To remove Ari De Luda, a former legendary paratrooper, from the camp he had established in the Battle of Ammunition Hill. Mashav must choose whether to carry out this mission, or be swept away by Ari who elevates him to the status of a military hero"
901,4020310,Stuck (2014) (V),V,"Short, Thriller","Neelambari Madhusudhanan, Viren Mohindra",Neelambari Madhusudhanan,Raghu Malhotra (Himself),India:4,India,English,7.5 (11 votes),"Raghu Malhotra is an alcoholic with severe drug problems. His ambitiousness is overpowered by his lack of motivation involving three cases; a missing animal, a stolen necklace and a case which he can't seem to put his finger upon. What was the last case again?"
902,3132880,Love-Stuck (2014),2014,"Short, Comedy, Romance",Sierra Fein,"Sierra Fein, Sierra Fein, Maggie Hebron, Cole Reichenberg","Aurelia Lencioni (Kid 1), Carmela Lencioni (Kid 2), Cole Reichenberg (Archer), Kelty Wallace (Amanda)",6,USA,English,,"Archer pursues his dream girl Amanda. With a surprising twist, they become 'stuck' together in love"
903,3413320,Stuck (IV) (2014),2014,Horror,Ray Szuch,"Kristina Michelle, Ray Szuch",Kristina Michelle (Abby),,USA,English,,
904,3742088,Stuck (VII) (2014),2014,"Short, Comedy, Family, Musical",John Hockaday,John Hockaday,"Julie Atkins (Linda), P. Jay Clark (Bob), Amber Erdley (Amber), Peter Grant (Timbo), Luke Hockaday (Little Bob)",19,USA,English,,"A door-to-door glue salesman must find a way to keep his family together. However, glue does not work for these kinds of things"
905,4066474,Hans-Joachim Stuck und sein Wilder Kaiser (2014) (TV),TV,Documentary,Reinhard Kungel,,Hans Joachim Stuck (Himself),,Germany,German,,
906,3507140,Stuck for a Reason (2014),2014,"Short, Drama, Fantasy, Romance",Larry Rosen,"Hillary Hawkins, Hillary Hawkins","Hillary Hawkins (Lydia), Adrian Arthur (Jerome), Julia Yoler (Beverly)",7,USA,English,,"Lydia thought she knew it all. Who she was, what she wanted, and was on the fast track to get all of it. Until one day, on her way to make a huge presentation, she gets stuck in an elevator with Jerome: a rapping, obnoxious, thug. As Lydia begins to fear for both her safety and her career, Jerome changes her beliefs and grasp of reality itself"
907,3759064,Stuck Up (2014),2014,"Short, Comedy",Monica Bhatnagar,Monica Bhatnagar,"Katie Meinholt (Debb Hobs), Monica Bhatnagar (Jo Garcia)",3,USA,English,,"What do you get when you mix two scheming gals, and an unsuspecting office worker? Pure. Unadulterated"
908,3651142,Stuck in a Room (2014),2014,"Short, Comedy",Pongtana Sungthong,Parint Pachidamrong,"Chris Wegoda (Peter Wood), Chuenchit Poyen (Maid), Pongtana Sungthong (Security Guard Student), Sugimasa Yamashita (Radio Voiceover)",,Thailand,English,8.3 (7 votes),
909,3996446,Up and Stuck with Susan (2014),2014,"Short, Drama",Petros Skevis,Petros Skevis,"Brian Carroll (Paramedic 2), Juliette James (Juliette), Brendan McCay (Kosta), Rhoda Pell (Susan)",8,USA,English,,A laundry delivery man named Kosta gets trapped in an elevator with an unpredictable old lady called Susan
910,3529620,Stuck (V) (2014),2014,"Short, Comedy, Drama, Music",Christopher J. Boghosian,Christopher J. Boghosian,Shelley Dennis,5,USA,,,A waitress is humbled by her desire for a perfect hot fudge sundae
911,4103598,Stuck (IX) (2014),2014,"Short, Comedy",Alison Mason,Alison Mason,"Nathalia Hencker (Carrie), Albert Jimenez (Greg), Roe Moore (Paula)",,USA,English,,
912,4062598,#TextBots (2014),2014,"Short, Comedy, Sci-Fi",,"Jenn Page, Adam Tait","Alec VanOwen (Marlo), Kira McLean (Cherie), Megan Kenney (Sharron), Gabriella Pastore (Gennevive), Austin Levenson (Alex)",10,USA,English,,Group of High school students get taken over by a robot disguised as a student (with great hair) through a simple text message
913,2511228,Warehouse the Movie 2012 (2012),2012,Action,"Joseph Massa, Christian Massa, Joeseph Massa",Joseph Massa,"Chris Hide (Assassin), Joseph Massa (Agent Chase), Eric Wilson (Bodyguard), Christian Massa (Nikolay Maklakov), Dylan Banocy (Vladimir)","USA:99, 99::(approx.)",USA,English,,Detective Chase is called to infiltrate a warehouse occupied by a Russian militia gang
914,331253,Good Humor: The Movie 2001 (2002),2002,"Adventure, Comedy",Stephen Neave,"Frank Fidilio, Stephen Neave","Carson Grant (Marty), Frank Delano (Uncle Joe), Robert Guida, Robert Kempf, T. Stephen Neave",,USA,English,6.7 (13 votes),
915,3945698,#TheFutureIsCrowdFunded (2014),2014,"Short, Drama, Romance, Sci-Fi",Mindy Bledsoe,"Mindy Bledsoe, Mindy Bledsoe, Rob Senska, Rob Senska","Avery Daman (Reporter), Rachael Lee Magill (Brin Everhart / Rhodes), Mike Martindale (Brin's Dad), Calvin O'Neal Jr., Luke Sexton (Brock Everhart)",11,USA,English,,Is the future crowd funded? Brin and Brock's relationship is in jeopardy due to a successful crowd funded venture
916,274988,"""Tribe, The"" (1999)",1999,"Drama, Romance, Sci-Fi","John Reid, Costa Botes, Julian McSwiney, Laurence Wilson, Janet Stubbings, Murray Keane, Colin McColl, Wayne Tourell, John Callen, Danny Mulheron, Andrew Merrifield, Ian Mune, Peter T. Nathan, Sally-Anne Kerr, Duncan Smith, Damon Andrews, Geoff Husson, Simon Murray","Harry Duffin, Raymond Thompson, David Fox, Joe Boyle, Tony Osborn, Charles Hodges, Anthony Read, Carrie Rose, Marie Macneill, James Wyllie, Nick Doughty, Dan Wicksman, Mike Kenny, Saranne James, Andy Smith, Robyn Charteris, Lon Wright, Valerie Georgeson, Wendy Lee, Samara McDowell","Caleb Ross (Lex), Victoria Spence (Salene), Meryl Cassie (Ebony), Antonia Prebble (Trudy), Michael Wesley-Smith (Jack)",30,"New Zealand, UK",English,7.7 (1888 votes),"'Where the virus came from, no-one knew... from deepest space, bacterial warfare or some nation's scientific experiments gone horrifically wrong? All the Adults are gone... All the teachers are gone... All peace and regular meals are gone... Just tribal instincts and war paint survive. If survival depends on not getting caught by the evil Locusts or rival cyber gang Demon Dogs or just finding your next meal... then the only option is to start your own Tribe.'"
917,162709,"Tribe, The (1998)",1998,Drama,Stephen Poliakoff,Stephen Poliakoff,"Joely Richardson (Emily), Jeremy Northam (Jamie), Anna Friel (Lizzie), Trevor Eve (Kanahan), Laura Fraser (Megan)",105,UK,English,6.2 (456 votes),"A ruthless property developer dispatches Jamie to evict Emily and her followers from a housing estate by whatever means necessary. However, Jamie discovers more than he bargained for when he tries to execute his orders"
918,66490,Tribes (1970) (TV),TV,Drama,Joseph Sargent,"Tracy Keenan Wynn, Marvin Schwartz","Darren McGavin (Drake), Earl Holliman (DePayster), Jan-Michael Vincent (Adrian), John Gruber (Quentin), Danny Goldman (Sidney)",90,USA,English,7.5 (497 votes),"Among the new recruits in a U.S. Marine basic-training platoon is Adrian, a long-haired member of the hippie generation, opposed to blind allegiance to authority and the complete opposite of Gunnery Sergeant Tom Drake, who is assigned as Drill Instructor for Adrian's platoon. Drake's job as a D.I. is to break down the individuality of his recruits in order to rebuild them as a military unit, and he sets out to break Adrian's particularly contrary spirit. But Adrian's gentle will is difficult to break, and eventually both men come to learn something about what the other has to offer"
919,159922,"""Tribes"" (1990)",1990,Drama,"Harry Eggart, David Shaughnessy","Trent Jones, Joanna Coons","Carrie Barton (Carrie), Andrew Held, Andrea Curtis (Mia), Marc Samuels (Teacher)",30,USA,English,8.4 (33 votes),"This show was introduced to audiences in 1990 as an after-school soap opera for teens. The series was short-lived, ending only a few months after it began. The storylines revolved around the teens and families of Westdale. The storylines dealt with pregnancy, date rape, suicide, divorce, racial issues and alcoholism"
920,1981111,"Tribe, The (2015)",2015,,,,,,,,,A group of young people struggle to survive in a post-apocalyptic world where there all of the adults have been killed by a deadly virus
